Connected to BF Runtime Server as client 0
The target runs the program  RF
FlowID, PS, IPG, FS, IFG t1, t2, t3, t4, t5, host_ifg
243, 920, 3493900, 12521, 5187941, 2, 2, 2, 3, 2,0.016655555555555555
243, 891, 3478816, 12373, 4858134, 2, 2, 2, 2, 2,0.016666666666666666
243, 879, 3529508, 12133, 4605428, 2, 2, 2, 2, 2,0.016677777777777777
243, 881, 3478361, 13811, 4984864, 2, 2, 2, 2, 2,0.016655555555555555
243, 897, 3607558, 13514, 4719662, 2, 2, 2, 2, 2,0.016666666666666666
243, 899, 3671195, 15133, 5004220, 2, 2, 2, 3, 2,0.016677777777777777
243, 880, 3460907, 14667, 4764318, 2, 2, 2, 3, 2,0.016655555555555555
243, 872, 3876689, 15798, 5203167, 2, 2, 2, 3, 2,0.016666666666666666
243, 830, 3753249, 15315, 4911259, 2, 2, 2, 3, 2,0.016677777777777777
243, 831, 3679139, 15111, 4688910, 2, 2, 2, 3, 2,0.016655555555555555
243, 839, 3614339, 15892, 4956801, 2, 2, 2, 3, 2,0.016666666666666666
243, 857, 3506732, 15461, 4741530, 2, 2, 2, 3, 2,0.016677777777777777
243, 867, 3428441, 15025, 4538207, 2, 2, 2, 3, 2,0.016655555555555555
243, 862, 3453552, 12491, 4836111, 2, 2, 2, 3, 2,0.016666666666666666
243, 864, 3498523, 12392, 4616200, 2, 2, 2, 3, 2,0.016677777777777777
243, 871, 3545455, 12392, 4487668, 2, 2, 2, 3, 2,0.016655555555555555
243, 895, 3517934, 12358, 4342540, 2, 2, 2, 3, 2,0.016666666666666666
243, 900, 3512160, 13976, 4654179, 2, 2, 2, 3, 2,0.016677777777777777
243, 902, 3512482, 13976, 4654179, 2, 2, 2, 3, 2,0.016655555555555555
243, 896, 3538000, 13914, 4504099, 2, 2, 2, 3, 2,0.016666666666666666
243, 901, 3528089, 15028, 4696912, 2, 2, 2, 3, 2,0.016666666666666666
243, 874, 3648277, 14568, 4585129, 2, 2, 2, 3, 2,0.016677777777777777
243, 887, 3560353, 12085, 4796207, 2, 2, 2, 3, 2,0.016655555555555555
243, 932, 3614175, 12309, 4624853, 2, 2, 2, 2, 2,0.016666666666666666
243, 916, 3752880, 12096, 4436439, 2, 2, 2, 3, 2,0.016677777777777777
243, 930, 3574423, 10448, 4819686, 2, 2, 2, 2, 2,0.016655555555555555
243, 918, 3353405, 10926, 4614512, 2, 2, 2, 2, 2,0.016666666666666666
243, 901, 3427199, 11052, 4424775, 2, 2, 2, 3, 2,0.016677777777777777
243, 773, 4010842, 9849, 5035217, 2, 2, 2, 3, 2,0.016655555555555555
243, 739, 3845875, 8217, 5001298, 2, 2, 2, 3, 2,0.016666666666666666
243, 692, 4082811, 7764, 5241233, 2, 2, 2, 3, 2,0.016677777777777777
243, 709, 4030736, 10596, 5511538, 2, 2, 2, 3, 2,0.016655555555555555
243, 707, 3905600, 12682, 5614852, 2, 2, 2, 3, 2,0.016666666666666666
243, 759, 3808967, 10842, 5930589, 2, 2, 2, 3, 2,0.016677777777777777
243, 795, 3511514, 9574, 6064715, 2, 2, 2, 3, 2,0.016655555555555555
243, 812, 3349662, 8776, 6116868, 2, 2, 2, 3, 2,0.016666666666666666
243, 818, 3215144, 7667, 5685189, 2, 2, 2, 2, 2,0.016677777777777777
243, 840, 3206797, 9976, 5755801, 2, 2, 2, 2, 2,0.016655555555555555
243, 853, 3066930, 8755, 5447636, 2, 2, 2, 3, 2,0.016666666666666666
243, 860, 3047976, 11165, 5642904, 2, 2, 2, 3, 2,0.016677777777777777
243, 885, 2831815, 13614, 5773078, 2, 2, 2, 3, 2,0.016655555555555555
243, 919, 2858977, 11594, 6060268, 2, 2, 2, 3, 2,0.016666666666666666
243, 953, 2640942, 10204, 6000802, 2, 2, 2, 3, 2,0.016677777777777777
243, 993, 2446331, 8630, 6852091, 2, 2, 2, 3, 2,0.016655555555555555
243, 1010, 2274603, 7993, 7037406, 2, 2, 2, 2, 2,0.016666666666666666
243, 995, 2322081, 10526, 6924607, 2, 2, 2, 3, 2,0.016677777777777777
243, 1005, 2104828, 9069, 6967899, 2, 2, 2, 2, 2,0.016655555555555555
243, 1034, 1959924, 8517, 6965856, 2, 2, 2, 3, 2,0.016677777777777777
243, 1024, 2116332, 10975, 6184176, 2, 2, 2, 2, 2,0.016655555555555555
243, 1011, 2271848, 10975, 6303649, 2, 2, 2, 3, 2,0.016666666666666666
243, 996, 2494352, 12055, 6421056, 2, 3, 2, 2, 2,0.016677777777777777
243, 979, 2642718, 13107, 6308285, 2, 2, 2, 3, 2,0.016655555555555555
243, 977, 2735829, 13107, 6552089, 2, 3, 2, 2, 2,0.016666666666666666
243, 1021, 2498145, 10376, 6315563, 2, 2, 2, 3, 2,0.016677777777777777
243, 1000, 2588247, 12098, 6403523, 2, 3, 2, 3, 2,0.016655555555555555
243, 1000, 2722814, 13880, 6426267, 2, 2, 2, 3, 2,0.016666666666666666
243, 996, 2775800, 13789, 6011711, 2, 2, 2, 3, 2,0.016677777777777777
243, 983, 2776356, 12088, 6122681, 2, 2, 2, 3, 2,0.016655555555555555
243, 954, 2781882, 14002, 6248215, 2, 2, 2, 3, 2,0.016666666666666666
243, 952, 2833628, 11721, 6293446, 2, 2, 2, 2, 2,0.016677777777777777
243, 962, 2796370, 10105, 6407705, 2, 3, 2, 3, 2,0.016655555555555555
243, 963, 2945889, 10226, 5850407, 2, 2, 2, 3, 2,0.016666666666666666
243, 969, 2881869, 9414, 6100539, 2, 2, 2, 3, 2,0.016677777777777777
243, 904, 2915915, 11874, 6241417, 2, 2, 2, 3, 2,0.016655555555555555
243, 952, 3048756, 10150, 8168088, 2, 2, 2, 3, 2,0.016666666666666666
243, 931, 3122897, 12679, 7645792, 2, 2, 2, 3, 2,0.016677777777777777
243, 901, 3101346, 11225, 8346101, 2, 2, 2, 3, 2,0.016655555555555555
243, 930, 3241550, 13726, 8312526, 2, 2, 2, 3, 2,0.016666666666666666
243, 855, 3266599, 14787, 7852770, 2, 2, 2, 3, 2,0.016677777777777777
243, 862, 3210514, 12590, 7642251, 2, 2, 2, 3, 2,0.016655555555555555
243, 872, 3065905, 14605, 7800656, 2, 2, 2, 3, 2,0.016677777777777777
243, 875, 3167700, 15601, 7340876, 2, 3, 2, 2, 2,0.016677777777777777
243, 873, 3077333, 13686, 7267978, 2, 2, 2, 3, 2,0.016655555555555555
243, 862, 3105959, 12158, 7349199, 2, 3, 2, 2, 2,0.016666666666666666
243, 917, 2914914, 13989, 7104708, 2, 2, 2, 3, 2,0.016677777777777777
243, 923, 3019639, 12029, 7088676, 2, 2, 2, 3, 2,0.016655555555555555
243, 939, 2776555, 14090, 7121912, 2, 2, 2, 3, 2,0.016666666666666666
243, 935, 3036407, 11965, 6994026, 2, 2, 2, 3, 2,0.016677777777777777
243, 927, 2771936, 9979, 6765901, 2, 2, 2, 3, 2,0.016655555555555555
243, 931, 2848606, 15120, 7640639, 2, 2, 2, 3, 2,0.016666666666666666
243, 930, 2809168, 13933, 7784245, 2, 2, 2, 3, 2,0.016677777777777777
243, 915, 2715704, 12275, 7584389, 2, 2, 2, 3, 2,0.016655555555555555
243, 946, 2497403, 11190, 8090626, 2, 2, 2, 3, 2,0.016666666666666666
243, 935, 2503754, 9556, 8657064, 2, 2, 2, 3, 2,0.016677777777777777
220, 923, 2528062, 8817, 200372457, 2, 2, 2, 3, 2,47718.5255
220, 871, 2680014, 8915, 171886427, 2, 2, 2, 3, 2,0.016666666666666666
220, 895, 2821558, 11011, 143709544, 2, 2, 2, 2, 2,0.016677777777777777
220, 924, 2850559, 9373, 121839282, 2, 2, 2, 2, 2,0.016655555555555555
220, 886, 2880832, 9652, 103333759, 2, 2, 2, 3, 2,0.016666666666666666
220, 915, 2723162, 15613, 87516276, 2, 2, 2, 3, 2,0.016677777777777777
220, 920, 2618291, 16998, 80160111, 2, 2, 2, 3, 2,0.016655555555555555
220, 928, 2722485, 17923, 67786485, 2, 2, 2, 3, 2,0.016666666666666666
220, 947, 2883920, 22267, 57847786, 2, 2, 2, 3, 2,0.016677777777777777
220, 953, 2791829, 25974, 50238873, 2, 2, 2, 3, 2,0.016655555555555555
220, 893, 2758686, 23307, 45308991, 2, 2, 2, 3, 2,0.016666666666666666
220, 900, 2883489, 26239, 39308099, 2, 2, 2, 3, 2,0.016677777777777777
220, 944, 3001048, 23261, 35765847, 2, 2, 2, 3, 2,0.016655555555555555
220, 942, 2711034, 19595, 30770556, 2, 2, 2, 3, 2,0.016666666666666666
220, 917, 2701089, 23781, 27254968, 2, 2, 2, 3, 2,0.016677777777777777
220, 906, 2778457, 23781, 27254968, 2, 2, 2, 3, 2,0.016677777777777777
220, 916, 3163960, 17995, 23705496, 2, 2, 2, 2, 2,0.016655555555555555
220, 936, 3058050, 15798, 20857016, 2, 2, 2, 3, 2,0.016666666666666666
220, 1011, 3472389, 13263, 18726732, 2, 2, 2, 3, 2,0.016677777777777777
220, 1005, 3198912, 11359, 16559547, 2, 2, 2, 2, 2,0.016655555555555555
220, 1069, 3363082, 19281, 15276516, 2, 2, 2, 3, 2,0.016677777777777777
220, 1023, 3547419, 21417, 14645518, 2, 2, 2, 3, 2,0.016655555555555555
220, 963, 3459749, 17898, 13869197, 2, 2, 2, 2, 2,0.016677777777777777
220, 931, 3742197, 18849, 13124799, 2, 2, 2, 2, 2,0.016677777777777777
220, 887, 3531811, 15904, 12104695, 2, 2, 2, 3, 2,0.016655555555555555
220, 883, 3449393, 20109, 11763550, 2, 2, 2, 3, 2,0.016666666666666666
220, 911, 3343250, 21478, 11385667, 2, 2, 2, 2, 2,0.016677777777777777
220, 893, 3390192, 16085, 10116159, 2, 2, 2, 3, 2,0.016655555555555555
220, 921, 3176995, 21557, 10100210, 2, 2, 2, 2, 2,0.016666666666666666
220, 874, 3113516, 19917, 9968457, 2, 2, 2, 3, 2,0.016677777777777777
220, 881, 3176460, 20911, 9672050, 2, 2, 2, 3, 2,0.016655555555555555
220, 873, 3120221, 23777, 9759165, 2, 2, 2, 3, 2,0.016666666666666666
220, 870, 3008879, 21658, 9710605, 2, 2, 2, 3, 2,0.016677777777777777
220, 912, 2920800, 24398, 9658123, 2, 2, 2, 3, 2,0.016655555555555555
220, 890, 2902181, 27032, 10204578, 2, 2, 2, 3, 2,0.016666666666666666
220, 905, 2685130, 23910, 10040803, 2, 2, 2, 3, 2,0.016677777777777777
220, 880, 2425339, 26205, 10222427, 2, 2, 2, 3, 2,0.016655555555555555
220, 858, 2211786, 26650, 9974661, 2, 2, 2, 2, 2,0.016666666666666666
220, 803, 2311505, 28394, 10045512, 2, 2, 2, 2, 2,0.016677777777777777
220, 778, 2223003, 28694, 9730571, 2, 2, 2, 2, 2,0.016655555555555555
220, 721, 2360035, 26312, 9273377, 2, 2, 2, 2, 2,0.016677777777777777
220, 739, 2562892, 28201, 9101428, 2, 2, 2, 3, 2,0.016655555555555555
220, 778, 2544158, 26970, 9211633, 2, 2, 2, 3, 2,0.016666666666666666
220, 790, 2533347, 24180, 8942625, 2, 2, 2, 3, 2,0.016677777777777777
220, 773, 2441246, 23618, 8501087, 2, 2, 2, 3, 2,0.016655555555555555
220, 762, 2579049, 23618, 8501087, 2, 2, 2, 3, 2,0.016655555555555555
220, 810, 2293346, 22929, 9241307, 2, 2, 2, 3, 2,0.016677777777777777
220, 802, 2406011, 22929, 9241307, 2, 2, 2, 3, 2,0.016655555555555555
220, 802, 2143599, 19514, 8937164, 2, 2, 2, 2, 2,0.016666666666666666
220, 799, 2297334, 22505, 8894997, 2, 2, 2, 3, 2,0.016677777777777777
220, 792, 2109179, 22505, 8894997, 2, 2, 2, 2, 2,0.016655555555555555
220, 778, 1952272, 18733, 8497946, 2, 2, 2, 3, 2,0.016655555555555555
220, 816, 1790788, 17431, 9619315, 2, 2, 2, 3, 2,0.016666666666666666
220, 880, 1751584, 16084, 9596878, 2, 2, 2, 3, 2,0.016677777777777777
220, 881, 1628637, 14215, 9356544, 2, 2, 2, 3, 2,0.016655555555555555
220, 882, 1455386, 15661, 8788678, 2, 2, 2, 3, 2,0.016666666666666666
220, 874, 1389272, 19663, 9380313, 2, 2, 2, 3, 2,0.016677777777777777
220, 869, 1235750, 18454, 9853103, 2, 2, 2, 3, 2,0.016655555555555555
220, 885, 1183422, 18454, 9853103, 2, 2, 2, 2, 2,0.016655555555555555
220, 912, 1147428, 17616, 10066885, 2, 2, 2, 2, 2,0.016677777777777777
220, 875, 1334322, 20757, 10379809, 2, 2, 2, 3, 2,0.016655555555555555
220, 831, 1555533, 20757, 10379809, 2, 2, 2, 3, 2,0.016655555555555555
220, 885, 1492504, 19690, 10669307, 2, 2, 2, 3, 2,0.016677777777777777
220, 833, 1569525, 19690, 9873172, 2, 2, 2, 3, 2,0.016655555555555555
220, 814, 1633808, 19569, 10352428, 2, 2, 2, 3, 2,0.016666666666666666
220, 802, 1534624, 23664, 10352428, 2, 2, 2, 3, 2,0.016677777777777777
220, 795, 1425406, 20965, 10293498, 2, 2, 2, 3, 2,0.016655555555555555
220, 798, 1455272, 20965, 10293498, 2, 2, 2, 3, 2,0.016655555555555555
220, 826, 1346535, 24240, 10462802, 2, 2, 2, 3, 2,0.016677777777777777
220, 812, 1306528, 24865, 10462802, 2, 2, 2, 3, 2,0.016677777777777777
220, 798, 1250418, 20701, 9750543, 2, 2, 2, 2, 2,0.016655555555555555
220, 784, 1199526, 24582, 10094050, 2, 2, 2, 2, 2,0.016666666666666666
220, 743, 1349210, 24757, 9799654, 2, 2, 2, 2, 2,0.016677777777777777
220, 802, 1312138, 23541, 9230033, 2, 2, 2, 3, 2,0.016655555555555555
220, 751, 1312618, 26687, 9612422, 2, 2, 2, 3, 2,0.016666666666666666
220, 728, 1408557, 26541, 9411507, 2, 2, 2, 2, 2,0.016677777777777777
220, 769, 1318543, 22805, 9781865, 2, 2, 2, 3, 2,0.016655555555555555
220, 815, 1272378, 24701, 9999773, 2, 2, 2, 3, 2,0.016666666666666666
220, 800, 1746905, 22354, 11059550, 2, 2, 2, 3, 2,0.016677777777777777
220, 802, 1725807, 20399, 10907478, 2, 2, 2, 3, 2,0.016655555555555555
220, 827, 1660621, 24219, 11216766, 2, 2, 2, 3, 2,0.016666666666666666
220, 911, 1492808, 25364, 11787008, 2, 2, 2, 3, 2,0.016677777777777777
220, 896, 1523954, 27634, 11221787, 2, 2, 2, 3, 2,0.016666666666666666
220, 882, 1515656, 27634, 11221787, 2, 2, 2, 3, 2,0.016666666666666666
220, 912, 1396852, 26520, 11434954, 2, 2, 2, 3, 2,0.016655555555555555
220, 903, 1481099, 26792, 11104686, 2, 2, 2, 3, 2,0.016666666666666666
220, 908, 1503060, 27958, 10889105, 2, 2, 2, 3, 2,0.016677777777777777
220, 878, 1566707, 29585, 11090000, 2, 2, 2, 3, 2,0.016655555555555555
220, 856, 1566652, 25615, 11436995, 2, 2, 2, 3, 2,0.016666666666666666
220, 866, 1616212, 28089, 11806719, 2, 2, 2, 3, 2,0.016677777777777777
220, 875, 1722106, 28089, 12119421, 2, 2, 2, 3, 2,0.016655555555555555
220, 919, 1602758, 30349, 11729510, 2, 2, 2, 3, 2,0.016666666666666666
220, 892, 1673208, 32082, 11801631, 2, 2, 2, 3, 2,0.016677777777777777
220, 888, 1690352, 32447, 11484328, 2, 2, 2, 3, 2,0.016655555555555555
220, 859, 1739300, 31555, 11183619, 2, 2, 2, 3, 2,0.016666666666666666
220, 853, 1715464, 26408, 11422640, 2, 2, 2, 3, 2,0.016677777777777777
220, 893, 1738497, 29677, 11454211, 2, 2, 2, 3, 2,0.016655555555555555
220, 886, 1701168, 32450, 11447688, 2, 2, 2, 3, 2,0.016666666666666666
220, 873, 1597028, 32062, 11088382, 2, 2, 2, 3, 2,0.016677777777777777
220, 851, 1612325, 33453, 11261726, 2, 2, 2, 3, 2,0.016655555555555555
220, 868, 1624664, 33453, 10204998, 2, 2, 2, 3, 2,0.016666666666666666
220, 851, 1701857, 23344, 10273301, 2, 2, 2, 3, 2,0.016677777777777777
220, 866, 1682521, 27475, 10692478, 2, 2, 2, 3, 2,0.016655555555555555
220, 879, 1658594, 28176, 10476870, 2, 2, 2, 3, 2,0.016666666666666666
220, 878, 1675229, 29086, 10409924, 2, 2, 2, 3, 2,0.016677777777777777
220, 841, 1711573, 30483, 10669255, 2, 2, 2, 3, 2,0.016655555555555555
220, 814, 1730397, 30556, 10484957, 2, 2, 2, 3, 2,0.016666666666666666
220, 831, 1663904, 25619, 10908926, 2, 2, 2, 3, 2,0.016677777777777777
220, 809, 1633728, 21764, 10929503, 2, 2, 2, 3, 2,0.016655555555555555
220, 797, 1549605, 22458, 10532520, 2, 2, 2, 2, 2,0.016666666666666666
220, 802, 1596781, 25649, 10812221, 2, 2, 2, 3, 2,0.016677777777777777
220, 812, 1617907, 27811, 10957774, 2, 2, 2, 3, 2,0.016655555555555555
220, 843, 1654604, 29856, 11380027, 2, 2, 2, 3, 2,0.016666666666666666
220, 817, 1687389, 31975, 11244549, 2, 2, 2, 3, 2,0.016677777777777777
220, 813, 1587584, 31564, 10977600, 2, 2, 2, 3, 2,0.016655555555555555
220, 783, 1646930, 32261, 10998509, 2, 2, 2, 3, 2,0.016666666666666666
220, 825, 1521437, 28417, 11487433, 2, 2, 2, 3, 2,0.016677777777777777
220, 789, 1894669, 28613, 10991549, 2, 2, 2, 3, 2,0.016655555555555555
220, 815, 1786135, 24484, 11409668, 2, 2, 2, 3, 2,0.016666666666666666
220, 849, 1723925, 20752, 11282948, 2, 2, 2, 3, 2,0.016655555555555555
220, 865, 1678204, 18050, 11509398, 2, 2, 2, 3, 2,0.016666666666666666
220, 880, 1718914, 22213, 11509398, 2, 2, 2, 3, 2,0.016677777777777777
220, 894, 1642870, 23536, 11788567, 2, 2, 2, 3, 2,0.016655555555555555
220, 857, 2026093, 26686, 12200599, 2, 2, 2, 3, 2,0.016666666666666666
220, 883, 1969214, 26978, 11695289, 2, 2, 2, 3, 2,0.016677777777777777
220, 806, 2590898, 26978, 11695289, 2, 2, 2, 3, 2,0.016677777777777777
220, 918, 2281759, 21075, 10526753, 2, 2, 2, 3, 2,0.016666666666666666
220, 913, 2282584, 18755, 10526753, 2, 2, 2, 2, 2,0.016677777777777777
220, 912, 2205556, 21855, 10748431, 2, 2, 2, 2, 2,0.016677777777777777
220, 924, 2156193, 20816, 11353002, 2, 2, 2, 2, 2,0.016655555555555555
220, 915, 2080301, 17736, 11284560, 2, 2, 2, 2, 2,0.016677777777777777
220, 902, 2106170, 22627, 11460587, 2, 2, 2, 2, 2,0.016677777777777777
220, 897, 2058266, 25891, 11901918, 2, 2, 2, 3, 2,0.016655555555555555
220, 877, 2055282, 21945, 11862179, 2, 2, 2, 3, 2,0.016666666666666666
220, 935, 2056831, 26002, 12105482, 2, 2, 2, 3, 2,0.016677777777777777
220, 929, 2027344, 21822, 11995046, 2, 2, 2, 3, 2,0.016655555555555555
220, 917, 1931788, 25872, 12082889, 2, 2, 2, 3, 2,0.016666666666666666
220, 928, 1924149, 22462, 12430431, 2, 2, 2, 3, 2,0.016677777777777777
220, 934, 1904033, 19448, 12601387, 2, 2, 2, 3, 2,0.016655555555555555
220, 948, 1813379, 16784, 12378927, 2, 3, 2, 2, 2,0.016666666666666666
220, 941, 1854568, 20900, 12414749, 2, 2, 2, 3, 2,0.016677777777777777
220, 894, 2084260, 24847, 12368411, 2, 2, 2, 2, 2,0.016655555555555555
220, 887, 2059300, 24847, 12368411, 2, 2, 2, 2, 2,0.016655555555555555
220, 882, 2019030, 21867, 12717469, 2, 2, 2, 3, 2,0.016666666666666666
220, 896, 1953727, 25678, 12378578, 2, 2, 2, 3, 2,0.016677777777777777
220, 908, 1942089, 28946, 12795636, 2, 2, 2, 3, 2,0.016655555555555555
220, 934, 1859098, 25509, 12972577, 2, 2, 2, 3, 2,0.016666666666666666
220, 928, 1861329, 28234, 12394669, 2, 2, 2, 3, 2,0.016677777777777777
220, 884, 2159343, 30498, 12465037, 2, 2, 2, 3, 2,0.016655555555555555
220, 886, 2115415, 33049, 12729422, 2, 2, 2, 3, 2,0.016666666666666666
220, 878, 2033857, 27541, 12639225, 2, 2, 2, 2, 2,0.016677777777777777
220, 890, 2041928, 30051, 12996798, 2, 2, 2, 3, 2,0.016655555555555555
220, 871, 2072548, 32214, 12446416, 2, 2, 2, 3, 2,0.016666666666666666
220, 927, 2017385, 27749, 12760716, 2, 2, 2, 3, 2,0.016677777777777777
220, 931, 2031367, 24520, 12919221, 2, 2, 2, 3, 2,0.016655555555555555
220, 951, 1842450, 20768, 12653712, 2, 2, 2, 3, 2,0.016666666666666666
220, 956, 1894036, 18996, 12901676, 2, 2, 2, 3, 2,0.016677777777777777
220, 966, 1813037, 23615, 12806790, 2, 2, 2, 3, 2,0.016655555555555555
220, 967, 1765806, 20768, 12779162, 2, 2, 2, 3, 2,0.016666666666666666
220, 982, 1722689, 18613, 12954248, 2, 2, 2, 3, 2,0.016677777777777777
220, 985, 1739056, 22669, 12800488, 2, 2, 2, 3, 2,0.016655555555555555
220, 1019, 1725335, 25428, 12451450, 2, 2, 2, 3, 2,0.016666666666666666
220, 966, 2035187, 28206, 12734416, 2, 2, 2, 2, 2,0.016677777777777777
220, 951, 2060611, 28206, 12447052, 2, 2, 2, 2, 2,0.016655555555555555
220, 898, 2341404, 29025, 12447052, 2, 2, 2, 3, 2,0.016655555555555555
220, 860, 2496561, 32472, 12813222, 2, 2, 2, 2, 2,0.016666666666666666
220, 918, 2297884, 28886, 13064661, 2, 2, 2, 2, 2,0.016677777777777777
220, 900, 2428960, 30481, 12666963, 2, 2, 2, 3, 2,0.016655555555555555
220, 888, 2521042, 33096, 12729666, 2, 2, 2, 3, 2,0.016666666666666666
220, 861, 2684024, 33822, 12596601, 2, 3, 2, 2, 2,0.016677777777777777
220, 849, 2710265, 29266, 12809697, 2, 3, 2, 3, 2,0.016655555555555555
220, 874, 2782766, 24438, 11647776, 2, 2, 2, 3, 2,0.016666666666666666
220, 901, 2666588, 21655, 11594922, 2, 2, 2, 3, 2,0.016677777777777777
220, 899, 2699063, 26181, 12004677, 2, 2, 2, 3, 2,0.016655555555555555
220, 885, 2821467, 29183, 11962583, 2, 2, 2, 3, 2,0.016666666666666666
220, 854, 2902537, 30846, 11938025, 2, 2, 2, 3, 2,0.016677777777777777
220, 860, 3021941, 25133, 10891959, 2, 2, 2, 3, 2,0.016655555555555555
220, 900, 2839955, 28818, 11321001, 2, 2, 2, 3, 2,0.016666666666666666
220, 911, 2727552, 30227, 11138472, 2, 2, 2, 3, 2,0.016677777777777777
220, 904, 2776926, 24861, 10283023, 2, 2, 2, 3, 2,0.016655555555555555
220, 894, 2764332, 22076, 10841072, 2, 2, 2, 3, 2,0.016666666666666666
220, 910, 2600344, 19709, 11356731, 2, 2, 2, 3, 2,0.016677777777777777
220, 933, 2444935, 22277, 10987628, 2, 2, 2, 3, 2,0.016655555555555555
220, 895, 2676557, 22277, 11786077, 2, 2, 2, 3, 2,0.016666666666666666
220, 925, 2469260, 28364, 11616322, 2, 2, 2, 3, 2,0.016677777777777777
220, 885, 2727862, 31121, 11800234, 2, 2, 2, 3, 2,0.016655555555555555
220, 861, 2707134, 31121, 11800234, 2, 2, 2, 3, 2,0.016655555555555555
220, 915, 2744415, 28596, 11025801, 2, 2, 2, 3, 2,0.016677777777777777
220, 914, 2632270, 32737, 11490468, 2, 2, 2, 3, 2,0.016655555555555555
220, 929, 2487838, 30233, 11523793, 2, 2, 2, 3, 2,0.016666666666666666
220, 893, 2676378, 30233, 11523793, 2, 2, 2, 3, 2,0.016677777777777777
220, 925, 2545388, 25895, 11958341, 2, 2, 2, 3, 2,0.016655555555555555
220, 922, 2433820, 29586, 12113166, 2, 2, 2, 3, 2,0.016666666666666666
220, 878, 2621655, 31562, 12113166, 2, 2, 2, 3, 2,0.016677777777777777
220, 881, 2518981, 33166, 12078074, 2, 2, 2, 3, 2,0.016677777777777777
220, 860, 2619046, 28471, 12401316, 2, 2, 2, 3, 2,0.016655555555555555
220, 900, 2455144, 23310, 11196452, 2, 2, 2, 3, 2,0.016666666666666666
220, 915, 2654679, 26805, 11271846, 2, 2, 2, 3, 2,0.016677777777777777
220, 873, 2507949, 28885, 11570203, 2, 2, 2, 2, 2,0.016655555555555555
220, 858, 2685886, 31272, 11912528, 2, 2, 2, 3, 2,0.016666666666666666
220, 844, 2696554, 34012, 11973187, 2, 2, 2, 3, 2,0.016677777777777777
220, 832, 2801779, 34979, 12095791, 2, 2, 2, 3, 2,0.016655555555555555
220, 857, 2628613, 29430, 12175374, 2, 2, 2, 3, 2,0.016666666666666666
220, 860, 2657331, 25626, 12490529, 2, 2, 2, 3, 2,0.016677777777777777
220, 844, 2746105, 25626, 12490529, 2, 2, 2, 3, 2,0.016677777777777777
245, 852, 23453583, 25423, 321787997, 2, 2, 2, 3, 2,0.016666666666666666
245, 849, 20247557, 29183, 277365637, 2, 2, 2, 3, 2,0.016677777777777777
245, 839, 17665011, 30351, 231914848, 2, 2, 2, 3, 2,0.016655555555555555
245, 842, 15038558, 25453, 192934136, 2, 2, 2, 3, 2,0.016666666666666666
245, 858, 13118884, 23692, 172241336, 2, 2, 2, 3, 2,0.016677777777777777
245, 822, 12160656, 22812, 152694142, 2, 2, 2, 3, 2,0.016655555555555555
245, 801, 10376358, 18007, 120442404, 2, 2, 2, 2, 2,0.016666666666666666
245, 852, 9106533, 16624, 108031937, 2, 2, 2, 3, 2,0.016677777777777777
245, 862, 8042182, 13356, 85309096, 2, 3, 2, 2, 2,0.016655555555555555
245, 900, 7220589, 18238, 76825850, 2, 2, 2, 3, 2,0.016666666666666666
245, 872, 6765703, 18238, 63088204, 2, 2, 2, 3, 2,0.016677777777777777
245, 936, 5912665, 16419, 55047522, 2, 2, 2, 3, 2,0.016655555555555555
245, 926, 5392767, 21813, 50518692, 2, 2, 2, 3, 2,0.016666666666666666
245, 918, 5018895, 21360, 41723970, 2, 2, 2, 3, 2,0.016677777777777777
245, 918, 4650446, 26386, 38556727, 2, 2, 2, 3, 2,0.016655555555555555
245, 910, 4329933, 21993, 32517376, 2, 2, 2, 3, 2,0.016666666666666666
245, 895, 4142190, 21993, 32517376, 2, 3, 2, 2, 2,0.016677777777777777
245, 930, 3792651, 21521, 26202174, 2, 2, 2, 3, 2,0.016655555555555555
245, 875, 3961760, 21521, 26202174, 2, 2, 2, 3, 2,0.016655555555555555
245, 918, 3686666, 17585, 22434723, 2, 2, 2, 3, 2,0.016666666666666666
245, 899, 3640248, 22346, 21379598, 2, 2, 2, 3, 2,0.016677777777777777
245, 880, 3629032, 24026, 19858128, 2, 2, 2, 3, 2,0.016655555555555555
245, 873, 3566292, 19754, 17249359, 2, 2, 2, 3, 2,0.016666666666666666
245, 861, 3553153, 19754, 15290962, 2, 2, 2, 3, 2,0.016677777777777777
245, 862, 3466329, 18528, 15290962, 2, 2, 2, 3, 2,0.016677777777777777
245, 852, 3445257, 16004, 13578044, 2, 2, 2, 2, 2,0.016666666666666666
245, 815, 3562465, 19529, 13589138, 2, 2, 2, 2, 2,0.016666666666666666
245, 798, 3545422, 23525, 13447786, 2, 2, 2, 2, 2,0.016677777777777777
245, 854, 3567011, 27794, 13542649, 2, 2, 2, 2, 2,0.016655555555555555
245, 853, 3303641, 29733, 13399488, 2, 2, 2, 2, 2,0.016666666666666666
245, 867, 3163186, 23577, 11837303, 2, 2, 2, 2, 2,0.016677777777777777
245, 852, 3276193, 27520, 11723141, 2, 2, 2, 2, 2,0.016655555555555555
245, 847, 3321752, 30739, 12052869, 2, 2, 2, 3, 2,0.016677777777777777
245, 842, 3375100, 32935, 12447249, 2, 2, 2, 3, 2,0.016655555555555555
